0 office_25 0 0 0.0
0 office_25 0 1 54.894554
0 office_25 0 2 72.09671
0 office_25 0 3 85.88589
0 office_25 0 4 80.18626
0 office_25 0 5 89.90263
0 office_25 0 6 87.46499
0 office_25 0 7 89.72504
0 office_25 0 8 87.15789
0 office_25 0 9 89.79739
0 office_25 0 10 93.01718
0 office_25 0 11 90.99596
0 office_25 0 12 91.84123
0 office_25 0 13 92.33049
0 office_25 0 14 89.927536
0 office_25 0 15 90.23239
0 office_25 0 16 90.282814
0 office_25 0 17 91.61456
0 office_25 0 18 91.81718
0 office_25 0 19 88.42741
0 office_25 0 20 90.057846
1 office_25 1 0 0.0
1 office_25 1 1 46.3796
1 office_25 1 2 70.36696
1 office_25 1 3 91.179474
1 office_25 1 4 90.56352
1 office_25 1 5 11.591818
1 office_25 1 6 64.34942
1 office_25 1 7 92.32283
1 office_25 1 8 91.36795
1 office_25 1 9 90.86262
1 office_25 1 10 88.08242
1 office_25 1 11 89.332504
1 office_25 1 12 92.13083
1 office_25 1 13 90.84978
1 office_25 1 14 90.73427
1 office_25 1 15 91.30926
1 office_25 1 16 90.48151
1 office_25 1 17 90.64226
1 office_25 1 18 91.096214
1 office_25 1 19 91.201546
1 office_25 1 20 88.17704
2 office_25 2 0 0.0
2 office_25 2 1 49.636658
2 office_25 2 2 92.74636
2 office_25 2 3 93.016525
2 office_25 2 4 94.00712
2 office_25 2 5 94.10935
2 office_25 2 6 94.603714
2 office_25 2 7 93.111664
2 office_25 2 8 92.80348
2 office_25 2 9 94.5967
2 office_25 2 10 94.75543
2 office_25 2 11 95.41517
2 office_25 2 12 95.65611
2 office_25 2 13 95.35658
2 office_25 2 14 88.88824
2 office_25 2 15 95.7406
2 office_25 2 16 94.7492
2 office_25 2 17 95.73209
2 office_25 2 18 95.11573
2 office_25 2 19 95.80551
2 office_25 2 20 96.06898
3 office_25 3 0 0.0
3 office_25 3 1 49.11975
3 office_25 3 2 44.557117
3 office_25 3 3 13.583699
3 office_25 3 4 39.857784
3 office_25 3 5 58.78795
3 office_25 3 6 68.94143
3 office_25 3 7 74.22481
3 office_25 3 8 68.06995
3 office_25 3 9 77.27399
3 office_25 3 10 77.70834
3 office_25 3 11 83.12508
3 office_25 3 12 87.40004
3 office_25 3 13 79.54801
3 office_25 3 14 78.88763
3 office_25 3 15 83.38963
3 office_25 3 16 89.47499
3 office_25 3 17 88.06435
3 office_25 3 18 89.999016
3 office_25 3 19 87.109795
3 office_25 3 20 91.15627
4 office_25 4 0 0.0
4 office_25 4 1 93.32105
4 office_25 4 2 93.3427
4 office_25 4 3 86.65601
4 office_25 4 4 93.59308
4 office_25 4 5 85.002884
4 office_25 4 6 93.680916
4 office_25 4 7 93.71042
4 office_25 4 8 93.81503
4 office_25 4 9 93.93859
4 office_25 4 10 94.087814
4 office_25 4 11 94.0509
4 office_25 4 12 94.09507
4 office_25 4 13 94.07378
4 office_25 4 14 93.37753
4 office_25 4 15 93.8523
4 office_25 4 16 93.85505
4 office_25 4 17 94.02147
4 office_25 4 18 93.84979
4 office_25 4 19 93.879295
4 office_25 4 20 93.87318
5 office_25 5 0 0.0
5 office_25 5 1 57.546337
5 office_25 5 2 75.23393
5 office_25 5 3 73.64822
5 office_25 5 4 68.00622
5 office_25 5 5 85.160866
5 office_25 5 6 90.268745
5 office_25 5 7 90.047195
5 office_25 5 8 88.303604
5 office_25 5 9 89.72103
5 office_25 5 10 85.32329
5 office_25 5 11 89.0023
5 office_25 5 12 69.88085
5 office_25 5 13 87.50253
5 office_25 5 14 87.96824
5 office_25 5 15 87.99918
5 office_25 5 16 85.973564
5 office_25 5 17 85.99015
5 office_25 5 18 84.74083
5 office_25 5 19 84.52815
5 office_25 5 20 84.496124
6 office_25 6 0 0.0
6 office_25 6 1 76.6129
6 office_25 6 2 91.531876
6 office_25 6 3 83.090126
6 office_25 6 4 91.52381
6 office_25 6 5 91.531876
6 office_25 6 6 84.100784
6 office_25 6 7 85.211266
6 office_25 6 8 83.97738
6 office_25 6 9 84.27454
6 office_25 6 10 88.29982
6 office_25 6 11 90.103676
6 office_25 6 12 84.88064
6 office_25 6 13 88.21363
6 office_25 6 14 80.98007
6 office_25 6 15 83.447685
6 office_25 6 16 79.332794
6 office_25 6 17 79.91803
6 office_25 6 18 81.58996
6 office_25 6 19 82.10971
6 office_25 6 20 76.95375
7 office_25 7 0 0.0
7 office_25 7 1 26.03372
7 office_25 7 2 30.565266
7 office_25 7 3 61.473602
7 office_25 7 4 71.80738
7 office_25 7 5 77.20642
7 office_25 7 6 80.98751
7 office_25 7 7 80.360855
7 office_25 7 8 49.12258
7 office_25 7 9 56.38517
7 office_25 7 10 77.59187
7 office_25 7 11 81.02614
7 office_25 7 12 87.30694
7 office_25 7 13 84.946236
7 office_25 7 14 86.155075
7 office_25 7 15 82.97
7 office_25 7 16 85.43365
7 office_25 7 17 85.0255
7 office_25 7 18 85.15391
7 office_25 7 19 86.2376
7 office_25 7 20 86.12478
8 office_25 8 0 0.0
8 office_25 8 1 54.229332
8 office_25 8 2 28.25717
8 office_25 8 3 48.921505
8 office_25 8 4 56.60853
8 office_25 8 5 69.59173
8 office_25 8 6 74.37162
8 office_25 8 7 69.03272
8 office_25 8 8 74.68196
8 office_25 8 9 75.35773
8 office_25 8 10 75.229454
