0 000059 0 0 0.044335086
0 000059 0 1 0.04655184
0 000059 0 2 0.048768595
0 000059 0 3 0.0532021
0 000059 0 4 0.062069118
0 000059 0 5 1.0064064
0 000059 0 6 1.0352242
0 000059 0 7 1.037441
0 000059 0 8 21.061382
0 000059 0 9 25.282082
0 000059 0 10 25.28873
0 000059 0 11 31.245152
0 000059 0 12 31.254017
0 000059 0 13 32.74368
0 000059 0 14 32.745895
0 000059 0 15 32.748108
0 000059 0 16 32.750328
0 000059 0 17 33.11609
0 000059 0 18 43.27326
0 000059 0 19 43.277695
0 000059 0 20 43.27991
1 000059 6 0 0.0
1 000059 6 1 0.29850745
1 000059 6 2 0.5970149
1 000059 6 3 0.89552236
1 000059 6 4 1.1940298
1 000059 6 5 1.2658228
1 000059 6 6 1.4035088
1 000059 6 7 1.6736401
1 000059 6 8 2.0725389
1 000059 6 9 2.6143792
1 000059 6 10 3.2679741
1 000059 6 11 3.9215689
1 000059 6 12 4.5751634
1 000059 6 13 5.2287583
1 000059 6 14 5.882353
1 000059 6 15 6.5359483
1 000059 6 16 7.1428576
1 000059 6 17 7.857143
1 000059 6 18 8.571429
1 000059 6 19 9.285714
1 000059 6 20 11.504425
2 000059 7 0 0.0
2 000059 7 1 0.29821074
2 000059 7 2 0.3976143
2 000059 7 3 0.5964215
2 000059 7 4 8.548708
2 000059 7 5 8.9463215
2 000059 7 6 9.145129
2 000059 7 7 10.337972
2 000059 7 8 11.92843
2 000059 7 9 12.027833
2 000059 7 10 12.425447
2 000059 7 11 13.32008
2 000059 7 12 23.681591
2 000059 7 13 26.666668
2 000059 7 14 30.44776
2 000059 7 15 30.646765
2 000059 7 16 31.343285
2 000059 7 17 32.537315
2 000059 7 18 33.333336
2 000059 7 19 33.432835
2 000059 7 20 32.537315
3 000059 8 0 0.0
3 000059 8 1 0.9615385
3 000059 8 2 1.923077
3 000059 8 3 2.8846154
3 000059 8 4 3.846154
3 000059 8 5 4.8076925
3 000059 8 6 5.769231
3 000059 8 7 6.7307696
3 000059 8 8 7.692308
3 000059 8 9 8.653847
3 000059 8 10 9.615385
3 000059 8 11 10.576923
3 000059 8 12 11.538462
3 000059 8 13 12.5
3 000059 8 14 13.461539
3 000059 8 15 14.423077
3 000059 8 16 15.384616
3 000059 8 17 16.346153
3 000059 8 18 17.307693
3 000059 8 19 18.26923
3 000059 8 20 19.23077
4 000058 0 0 0.4737379
4 000058 0 1 0.47616735
4 000058 0 2 0.47859675
4 000058 0 3 0.4810262
4 000058 0 4 0.4834556
4 000058 0 5 0.48588505
4 000058 0 6 0.86730474
4 000058 0 7 4.926874
4 000058 0 8 4.9293036
4 000058 0 9 5.055634
4 000058 0 10 5.060493
4 000058 0 11 5.0653515
4 000058 0 12 14.520675
4 000058 0 13 43.23891
4 000058 0 14 43.24377
4 000058 0 15 43.268063
4 000058 0 16 43.270493
4 000058 0 17 44.813175
4 000058 0 18 45.60517
4 000058 0 19 45.612457
4 000058 0 20 45.629463
5 000058 6 0 0.0
5 000058 6 1 0.20120724
5 000058 6 2 0.40241447
5 000058 6 3 0.6036217
5 000058 6 4 0.80482894
5 000058 6 5 1.0060363
5 000058 6 6 1.091703
5 000058 6 7 1.1990408
5 000058 6 8 1.3812155
5 000058 6 9 1.5923567
5 000058 6 10 1.9108281
5 000058 6 11 2.1818182
5 000058 6 12 2.3809524
5 000058 6 13 2.777778
5 000058 6 14 3.8251367
5 000058 6 15 4.3715844
5 000058 6 16 4.9180326
5 000058 6 17 5.464481
5 000058 6 18 6.010929
5 000058 6 19 6.432749
5 000058 6 20 6.962025
6 000058 7 0 0.0
6 000058 7 1 0.08354219
6 000058 7 2 0.16708438
6 000058 7 3 1.5037594
6 000058 7 4 1.5873017
6 000058 7 5 2.3391814
6 000058 7 6 2.4227235
6 000058 7 7 3.3416874
6 000058 7 8 3.679853
6 000058 7 9 3.771849
6 000058 7 10 3.8638453
6 000058 7 11 4.047838
6 000058 7 12 4.1398344
6 000058 7 13 4.2318306
6 000058 7 14 4.599816
6 000058 7 15 4.6918125
6 000058 7 16 10.027598
6 000058 7 17 10.395584
6 000058 7 18 11.232604
6 000058 7 19 11.232604
6 000058 7 20 11.829026
7 000058 8 0 0.0
7 000058 8 1 1.4705882
7 000058 8 2 2.9411764
7 000058 8 3 4.4117646
7 000058 8 4 5.882353
7 000058 8 5 7.3529415
7 000058 8 6 8.823529
7 000058 8 7 10.294118
7 000058 8 8 11.764706
7 000058 8 9 13.235294
7 000058 8 10 14.705883
7 000058 8 11 16.176472
7 000058 8 12 17.647058
7 000058 8 13 19.117647
7 000058 8 14 20.588236
7 000058 8 15 22.058825
7 000058 8 16 23.529411
7 000058 8 17 25.0
7 000058 8 18 26.470589
7 000058 8 19 27.941175
7 000058 8 20 29.411766
8 000057 0 0 0.09972445
8 000057 0 1 0.102348775
8 000057 0 2 0.10497311
8 000057 0 3 0.10759743
8 000057 0 4 0.11022176
8 000057 0 5 0.12071907
8 000057 0 6 0.12596773
8 000057 0 7 0.12859204
8 000057 0 8 0.13121638
8 000057 0 9 36.226215
8 000057 0 10 36.22884
8 000057 0 11 36.23147
8 000057 0 12 37.575123
8 000057 0 13 37.76145
8 000057 0 14 37.764072
8 000057 0 15 39.0185
8 000057 0 16 39.026375
8 000057 0 17 39.029
8 000057 0 18 49.23501
8 000057 0 19 49.237633
8 000057 0 20 49.24288
9 000057 6 0 0.0
9 000057 6 1 0.12062726
9 000057 6 2 0.24125452
9 000057 6 3 0.3618818
9 000057 6 4 0.48250905
9 000057 6 5 0.6031363
9 000057 6 6 0.7237636
9 000057 6 7 0.80106807
9 000057 6 8 0.93457943
9 000057 6 9 0.9536785
9 000057 6 10 1.0899183
9 000057 6 11 1.1816839
9 000057 6 12 1.1976049
9 000057 6 13 1.3071896
9 000057 6 14 1.4705882
9 000057 6 15 1.598579
9 000057 6 16 1.7761989
9 000057 6 17 1.8903593
9 000057 6 18 2.268431
9 000057 6 19 2.3166022
9 000057 6 20 2.5096524
10 000057 7 0 0.0
10 000057 7 1 0.15974441
10 000057 7 2 0.31948882
10 000057 7 3 0.4792332
10 000057 7 4 0.63897765
10 000057 7 5 0.7987221
10 000057 7 6 0.9584664
10 000057 7 7 1.1182109
10 000057 7 8 1.1182109
10 000057 7 9 1.2779553
10 000057 7 10 1.4376997
10 000057 7 11 1.7571886
10 000057 7 12 1.9169328
10 000057 7 13 2.0766773
10 000057 7 14 2.2364218
10 000057 7 15 3.1948884
10 000057 7 16 6.7092648
10 000057 7 17 6.86901
10 000057 7 18 7.028754
10 000057 7 19 7.188498
10 000057 7 20 8.306709
11 000057 8 0 0.0
11 000057 8 1 2.0
11 000057 8 2 4.0
11 000057 8 3 6.0
11 000057 8 4 8.0
11 000057 8 5 10.0
11 000057 8 6 12.0
11 000057 8 7 14.0
11 000057 8 8 16.0
11 000057 8 9 18.0
11 000057 8 10 20.0
11 000057 8 11 22.0
11 000057 8 12 24.0
11 000057 8 13 26.0
11 000057 8 14 28.0
11 000057 8 15 30.000002
11 000057 8 16 32.0
11 000057 8 17 34.0
11 000057 8 18 36.0
11 000057 8 19 38.0
11 000057 8 20 40.0
12 000056 0 0 0.49046028
12 000056 0 1 0.4931551
12 000056 0 2 0.49584997
12 000056 0 3 0.4985448
12 000056 0 4 0.5012396
12 000056 0 5 0.50393444
12 000056 0 6 0.5066293
12 000056 0 7 0.53088284
12 000056 0 8 25.75725
12 000056 0 9 27.980488
12 000056 0 10 28.004742
12 000056 0 11 28.012827
12 000056 0 12 28.012827
12 000056 0 13 28.018219
12 000056 0 14 28.020912
12 000056 0 15 28.023607
12 000056 0 16 28.028997
12 000056 0 17 44.05519
12 000056 0 18 44.060577
12 000056 0 19 44.068665
12 000056 0 20 44.074055
13 000056 6 0 0.0
13 000056 6 1 0.07062147
13 000056 6 2 0.14124294
13 000056 6 3 0.21186441
13 000056 6 4 0.28248587
13 000056 6 5 0.42372882
13 000056 6 6 0.56497175
13 000056 6 7 0.7104796
13 000056 6 8 0.7992895
13 000056 6 9 0.8372093
13 000056 6 10 0.9302325
13 000056 6 11 1.0232558
13 000056 6 12 1.0546501
13 000056 6 13 1.1099899
13 000056 6 14 1.715439
13 000056 6 15 1.816347
13 000056 6 16 1.8769552
13 000056 6 17 2.097902
13 000056 6 18 2.2144523
13 000056 6 19 2.3114355
13 000056 6 20 2.3399014
14 000056 7 0 0.0
14 000056 7 1 0.17793594
14 000056 7 2 0.3558719
14 000056 7 3 0.7117438
14 000056 7 4 1.0676156
14 000056 7 5 1.2455516
14 000056 7 6 1.4234875
14 000056 7 7 1.6014235
14 000056 7 8 1.7793593
14 000056 7 9 1.9572954
14 000056 7 10 2.1352313
14 000056 7 11 2.3131673
14 000056 7 12 2.6690392
14 000056 7 13 2.846975
14 000056 7 14 3.024911
14 000056 7 15 3.202847
14 000056 7 16 3.3807828
14 000056 7 17 3.5315986
14 000056 7 18 3.717472
14 000056 7 19 3.9033458
14 000056 7 20 5.3903346
15 000056 8 0 0.0
15 000056 8 1 0.0
15 000056 8 2 0.0
15 000056 8 3 0.0
15 000056 8 4 0.0
15 000056 8 5 0.0
15 000056 8 6 0.0
15 000056 8 7 0.0
15 000056 8 8 0.0
15 000056 8 9 0.0
15 000056 8 10 0.0
15 000056 8 11 0.0
15 000056 8 12 0.0
15 000056 8 13 0.0
15 000056 8 14 0.0
15 000056 8 15 0.0
15 000056 8 16 0.0
15 000056 8 17 0.0
15 000056 8 18 0.0
15 000056 8 19 0.0
15 000056 8 20 0.0
16 000055 0 0 0.103731684
16 000055 0 1 0.11437082
16 000055 0 2 0.13830891
16 000055 0 3 0.1409687
16 000055 0 4 17.102428
16 000055 0 5 17.113068
16 000055 0 6 17.131687
16 000055 0 7 17.134346
16 000055 0 8 17.147646
16 000055 0 9 17.152966
16 000055 0 10 17.163603
16 000055 0 11 19.618587
16 000055 0 12 19.626566
16 000055 0 13 19.629225
16 000055 0 14 19.634544
16 000055 0 15 19.637205
16 000055 0 16 19.639864
16 000055 0 17 19.642525
